job_title,category,question
Full Stack Developer,Technical,What are common pitfalls when working with authentication and how do you avoid them?
Information Systems Engineer,Behavioral,Have you ever had to persuade stakeholders about an approach to business process modeling? What happened? (for a legacy system).
UX/UI Designer,Experience,Discuss a system you built that relied on usability testing and the biggest lessons learned.
Computer Scientist,Leadership,Share your strategy to prioritize work and align stakeholders when implementing operating systems.
Cyber Security Engineer,Technical,Describe the trade-offs between different approaches to incident response for a Cyber Security Engineer.
Network Engineer,Problem Solving,"Given a scenario with switching concepts failures, outline your debugging and mitigation steps for a Network Engineer role (while ensuring accessibility)."
Full Stack Developer,Problem Solving,Here's a problem: how would you approach optimizing RESTful API design for a large-scale Full Stack Developer system?
AI Engineer,Problem Solving,Propose a solution to improve model interpretability when faced with limited resources in a AI Engineer project.
UX/UI Designer,Experience,Which tools or frameworks have you used for prototyping tools and which did you prefer? Why?
Computer Scientist,Behavioral,Share an example when you had to learn a new tool or technique for data structures quickly.
Full Stack Developer,Leadership,Share your strategy to prioritize work and align stakeholders when implementing state management.
AI Engineer,Technical,Walk me through the steps to implement continuously learning systems for a AI Engineer project.
Full Stack Developer,Leadership,Describe how you'd mentor junior engineers/designers on best practices for deployment (for a legacy system).
Information Systems Engineer,Experience,Describe a project where you used IT governance and the role you played in it.
Full Stack Developer,Leadership,Share your strategy to prioritize work and align stakeholders when implementing state management.
AI Engineer,Problem Solving,Propose a solution to improve MLOps when faced with limited resources in a AI Engineer project.
Cyber Security Engineer,Leadership,How would you lead a team building a network security feature from concept to production in a Cyber Security Engineer context?
Network Engineer,Technical,What are common pitfalls when working with VPNs and how do you avoid them?
Data Scientist,Experience,Which tools or frameworks have you used for deep learning architectures and which did you prefer? Why?
Interactive Media Specialist,Problem Solving,How would you break down a complex game mechanics problem into smaller tasks for a Interactive Media Specialist team? (while ensuring accessibility).
